geneID,A375_8day_rep1,A375_8day_rep2,A375_8day_rep3,A375_0day_rep1,A375_0day_rep2,A375_0day_rep3,WM88_8day_rep1,WM88_8day_rep2,WM88_8day_rep3,WM88_0day_rep1,WM88_0day_rep2,WM88_0day_rep3,SKMEL5_8day_rep1,SKMEL5_8day_rep2,SKMEL5_8day_rep3,SKMEL5_0day_rep1,SKMEL5_0day_rep2,SKMEL5_0day_rep3,SKMEL28_8day_rep1,SKMEL28_8day_rep2,SKMEL28_8day_rep3,SKMEL28_0day_rep1,SKMEL28_0day_rep2,SKMEL28_0day_rep3
ACOXL-AS1,1,1,1,0,0,0,1,5,2,0,1,1,1,1,2,0,0,0,2,1,4,0,3,0
ACP1,5332,3733,3757,6253,3728,5538,4670,5547,1503,4695,3833,3535,3864,3698,4838,3874,4562,4704,3247,2478,2343,6005,2863,6337
ACP2,3921,2967,3164,1962,1025,1749,2032,2597,3282,1691,1358,1314,2380,2429,3265,1976,3315,3697,1265,1037,1162,1078,400,1016
ACP3,24,24,33,313,78,45,5,13,4,51,79,70,0,0,0,0,2,4,0,0,0,10,17,23
ACP4,22,23,34,21,26,40,10,13,10,9,4,11,9,2,20,2,9,4,22,26,23,21,26,21
ACP5,4216,2967,2739,531,375,757,2572,3308,15081,4077,3936,4067,825,845,626,2841,2294,1860,7347,6142,6960,8653,16200,10161
ACP6,4177,3295,3656,3765,1677,2596,1296,1619,1143,2127,2179,1749,567,584,861,993,1494,1430,1543,1487,1609,1557,1141,1257
ACP7,3,7,1,2,4,2,0,0,0,0,0,1,1,1,3,1,9,9,0,1,0,0,3,1
ACR,0,0,0,0,0,1,1,1,2,0,1,2,8,4,8,0,5,2,9,9,7,3,6,0
ACRBP,55,25,42,24,16,8,16,22,16,2,12,4,23,31,27,6,6,8,17,30,24,8,5,0
ACRV1,9,19,6,14,8,13,0,2,1,4,0,0,6,4,17,2,11,8,2,0,2,5,1,9
ACSBG1,1179,975,557,11,6,10,29,69,112,34,35,32,16,14,46,27,31,24,463,491,561,61,36,75
ACSBG2,23,20,36,26,14,47,5,19,15,17,20,21,3,12,12,13,5,6,16,9,12,15,59,24
ACSF2,563,446,311,345,281,533,1040,1351,2301,547,601,493,1553,1542,2186,982,1240,994,2788,2428,2893,1617,3250,1931
ACSF3,3840,3026,2981,2695,1641,2650,2352,2996,1768,1600,1231,1238,2898,2843,3751,1668,2489,2631,1446,1233,1334,961,46,933
ACSL1,10760,7802,8986,2924,1682,2673,13816,17121,4819,10372,9855,9735,3072,2980,4562,5003,6147,5626,5355,4651,4405,6953,3049,6735
ACSL3,3177,2572,2724,15158,5906,8539,10927,19555,52358,28217,47539,40125,7815,7582,11697,20055,25665,18589,5736,5472,3607,9984,9127,19080
ACSL3-AS1,2,3,9,18,7,10,30,35,101,41,64,56,9,6,9,18,18,26,9,4,7,4,18,21
ACSL4,1369,1325,1253,2352,1482,2919,1308,3059,1534,3760,6000,6136,1667,1814,2437,2250,4589,3557,668,636,388,2347,1497,5029
ACSL5,226,144,105,12,14,27,11,7,7,4,4,8,112,103,53,40,41,21,7,1,4,6,4,0
ACSL6,25,42,24,12,1,5,23,23,101,7,8,3,7,2,1,2,6,3,235,191,163,94,154,140
ACSL6-AS1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ACSM1,0,0,1,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,1,0,3,0
ACSM2A,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSM2B,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ACSM3,142,88,160,63,26,40,20,15,13,8,13,10,11,11,29,4,9,16,49,36,34,82,458,89
ACSM4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACSM5,6,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0
ACSM6,6,3,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSS1,2938,1983,2024,615,419,835,4111,4835,4114,2650,2794,2835,3487,3362,4791,3287,3661,3674,5828,5239,5854,4054,3716,4741
ACSS2,1229,941,1039,7430,2309,2592,1686,2124,2086,2497,2458,2242,1497,1551,2066,1934,3543,3919,2415,2028,2308,2489,1958,2547
ACSS3,430,327,283,449,208,376,9,15,0,0,1,0,1618,1688,2562,1596,2273,1788,0,1,2,1,0,1
ACTA1,25,16,21,27,7,3,24,27,24,7,22,9,22,11,12,5,13,15,20,33,20,9,41,11
ACTA2,391,264,365,312,92,111,564,671,34,59,79,43,442,427,511,316,562,587,78,40,42,17,5,28
ACTA2-AS1,7,1,7,11,0,1,0,4,1,3,8,6,0,4,3,1,10,11,0,0,0,0,0,0
ACTB,141632,97974,101851,200997,143913,226388,218541,270547,95889,250780,187363,207601,124545,113457,174708,144941,241506,284916,90939,60896,81338,242302,85006,249873
ACTBL2,39,30,43,114,44,51,12,38,3,9,5,15,1,0,3,10,17,9,2,1,5,72,32,185
ACTC1,342,174,215,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ACTE1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTG1,130836,92691,91643,227669,155175,236479,180735,219028,113195,278657,209978,219299,146901,142703,197464,148562,210331,258923,132193,99366,123039,260382,202110,251666
ACTG1P17,38,28,30,21,14,27,32,19,19,5,17,25,6,16,18,7,6,3,47,44,46,29,86,14
ACTG1P20,285,237,238,226,143,245,141,177,116,156,168,136,139,168,218,102,177,188,135,132,146,163,141,184
ACTG1P25,38,31,22,39,27,23,72,79,26,30,17,20,0,0,12,7,10,2,58,56,71,53,28,70
ACTG1P4,11,13,16,8,1,5,0,1,3,0,0,0,2,4,11,0,5,1,7,19,19,0,9,0
ACTG2,7,8,1,12,3,2,176,236,21,27,16,11,26,11,36,28,33,43,34,33,27,93,48,69
ACTL10,345,188,257,422,250,318,45,35,43,8,11,7,6,11,23,27,16,11,55,50,73,31,69,44
ACTL6A,3600,2482,2645,5627,3510,5425,5449,5901,1747,6198,4651,4908,2900,2770,3752,5214,6658,6470,2119,1634,1664,5310,1230,5558
ACTL6B,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,4,7,8,3,11,1
ACTL7A,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ACTL7B,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
ACTL8,63,51,51,202,100,68,314,384,10,352,341,302,70,81,78,98,59,76,4,0,0,10,3,11
ACTL9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ACTN1,10078,6854,6536,39741,24550,34498,11869,14461,4672,12322,8348,8158,7074,6989,11033,10374,20910,24360,10931,8717,9915,39471,14880,47564
ACTN1-DT,0,0,2,0,9,5,1,3,0,0,0,1,6,0,9,0,5,3,0,1,3,2,4,0
ACTN2,342,284,480,334,165,236,467,709,655,320,343,312,164,152,293,125,153,220,80,62,78,283,187,469
ACTN3,12,19,27,11,3,2,3,16,16,0,7,0,50,42,43,16,11,8,14,5,9,1,9,0
ACTN4,61327,42728,40869,76706,51358,84554,26120,34013,18100,29881,23913,24445,18074,18520,25544,28772,56961,65981,38865,30233,36345,76301,23762,85927
ACTR10,2400,1648,1779,1989,971,1600,2588,3023,1094,1674,1518,1396,2165,2053,2636,1216,1550,1375,2266,1655,1644,2397,614,2308
ACTR1A,11893,8716,9527,11580,6717,10128,7509,9157,3667,7771,5620,6026,6366,6035,9151,5285,6503,7392,5236,4136,4483,8607,2803,6968
ACTR1B,2712,2032,2302,4107,2110,3293,1540,1930,1870,2244,1736,1797,1311,1282,1976,2392,2996,3340,3990,3380,4091,5145,2704,4751
ACTR2,33450,25684,23276,27583,17492,29881,11500,17455,4190,12662,15833,15109,17132,15996,20907,13193,24375,20861,11694,9835,6759,20991,10481,33415
ACTR3,10203,7347,7097,11192,6650,10471,19130,25331,5348,21383,19715,19670,7790,7498,9846,8106,11866,11135,13555,10485,8486,30934,15009,34806
ACTR3-AS1,7,6,3,4,0,1,5,6,8,15,11,3,6,2,3,0,6,2,36,15,18,14,148,6
ACTR3B,1386,1015,1109,1613,886,1253,638,659,465,675,669,581,979,1062,1492,1095,1554,1461,196,165,197,253,185,252
ACTR3BP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTR3BP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTR3C,95,74,80,69,28,46,50,62,45,39,52,29,55,55,77,61,111,111,195,264,150,211,173,298
ACTR5,872,647,616,1264,835,1330,823,993,529,767,773,661,809,758,977,710,903,1026,845,761,781,1254,1077,1270
ACTR6,2345,1936,1820,3405,1844,2998,1531,1776,677,1550,1592,1409,748,700,906,695,960,818,723,535,325,1119,903,1303
ACTR8,5059,3750,3894,3565,1995,3072,3642,4525,2086,2538,2655,2533,2756,2538,3400,1521,2255,2164,2365,1978,1858,2255,2783,2766
ACTRT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTRT2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ACTRT3,78,64,62,35,56,69,91,144,29,50,51,47,0,4,3,5,4,1,18,13,20,60,187,107
ACVR1,2816,1996,2479,2087,853,1030,2775,3219,2553,4447,4041,3913,1383,1364,1797,1065,1643,1713,2175,1875,1915,2818,2214,3433
ACVR1B,3076,2360,2242,2563,1635,2592,1762,1977,1988,1466,1424,1281,2506,2526,3295,1826,2533,2659,1570,1412,1457,1293,742,1438
ACVR1C,8,5,8,9,12,10,49,86,160,261,475,529,36,35,70,19,45,36,1099,1320,888,304,1058,510
ACVR2A,506,409,354,370,217,408,462,674,835,453,547,491,321,314,516,250,284,231,189,216,176,153,159,178
ACVR2B,2033,1588,1530,1848,1432,2439,1433,2333,2257,1629,2158,2015,1016,976,1416,641,1076,883,1217,1277,1008,428,1352,599
ACVR2B-AS1,96,83,75,99,59,77,91,112,118,71,84,71,35,41,58,37,43,37,52,57,52,46,97,33
ACVRL1,39,34,15,7,8,13,14,9,1,1,4,6,1,1,2,7,27,13,0,0,0,0,0,0
ACY1,17,12,22,15,5,24,14,19,17,12,9,17,18,7,18,1,15,28,9,14,6,14,1,6
ACY3,10,20,11,1,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACYP1,233,202,185,689,488,751,523,684,418,767,453,566,462,439,596,847,926,696,428,364,359,1198,697,1359
ACYP2,791,571,694,311,118,229,167,192,79,104,105,89,238,278,318,125,211,226,340,309,303,308,871,287
ADA,1678,1127,1183,1285,671,1209,2150,2541,676,1626,1311,1354,994,1021,1300,1248,2030,2091,350,319,391,592,309,500
ADA2,3,5,8,1,2,1,3,8,4,4,6,2,6,5,5,0,4,4,9,1,1,0,0,0
ADAD1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAD2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1,0,0
ADAL,1345,970,1119,1153,635,960,1695,2659,1633,1624,1694,1583,1291,1287,1940,1118,1319,1149,822,703,623,909,594,1100
ADAM10,19344,18055,17865,8440,6057,11394,7434,14488,12687,10145,14658,13898,5514,5696,6430,4127,10070,8188,12018,13990,9223,7575,13783,16001
ADAM11,792,480,634,566,399,647,3487,4743,3738,615,592,623,1459,1620,2017,809,1119,1312,1363,1274,1728,701,515,632
ADAM12,5811,4139,3727,616,346,458,65,159,300,42,80,76,52,47,86,38,53,34,180,156,147,57,423,68
ADAM15,11145,8002,7729,13820,7455,10966,6584,8167,6799,7951,5876,5602,3849,4005,5302,4252,6055,7253,5473,4832,5261,8861,9564,8563
ADAM17,6997,4898,4777,2386,1975,3258,2100,2730,1958,1324,1741,1639,1702,1718,2587,1443,2951,2613,2364,2118,1735,1751,1769,2932
ADAM18,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM19,11177,8786,11298,2495,1672,1928,838,887,89,303,292,208,246,243,439,720,1399,1843,9571,7963,8522,6906,3735,13143
ADAM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM20,38,40,36,45,20,28,37,29,74,32,26,25,49,45,77,31,33,16,41,48,29,19,46,24
ADAM20P1,15,22,15,21,3,6,5,1,2,0,5,5,6,10,10,3,4,3,28,32,17,4,24,7
ADAM21,139,108,128,11,13,10,121,147,113,95,79,60,2,7,6,3,0,5,183,140,144,74,398,67
ADAM21P1,3,5,5,1,0,0,13,16,11,0,10,4,0,0,0,0,0,0,9,10,5,6,26,4
ADAM22,2949,2459,2551,1283,769,1283,881,1491,1352,787,1035,972,912,827,1295,1161,2566,2271,146,172,129,116,34,221
ADAM23,2153,1563,2570,2481,940,1220,4710,6388,5109,7629,8242,8246,1600,1674,2363,4101,4703,3983,13677,11222,10392,10954,14712,16818
ADAM28,1,1,0,1,0,0,1,0,1,0,0,0,0,0,2,0,2,3,2,3,2,0,0,0
ADAM29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM30,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM32,13,9,4,24,20,32,11,14,9,1,2,2,19,12,34,14,19,7,8,10,9,8,19,10
ADAM33,1,1,4,2,0,0,1,2,1,0,0,0,0,0,0,0,4,4,31,19,20,6,0,0
ADAM3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
ADAM7-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,8,0
ADAM7-AS2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ADAM8,316,336,336,247,138,156,58,89,113,48,62,42,190,205,188,56,203,207,146,154,185,18,89,27
ADAM9,4510,3927,3552,4884,4767,10358,4865,9951,4699,4812,7199,6607,3915,4321,5492,5092,16257,14033,8005,8518,5895,6835,12642,18798
ADAMDEC1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ADAMTS1,6201,4353,4156,4161,1913,3499,1118,1369,364,299,360,314,819,827,1214,570,900,817,808,807,709,2107,3827,2712
ADAMTS10,174,140,104,15,18,43,0,0,0,0,0,0,0,0,0,0,0,0,3,14,1,0,0,0
ADAMTS12,1177,826,553,600,1235,3120,7,3,0,0,0,0,5,3,5,3,1,1,2,0,1,1,5,5
ADAMTS13,757,619,671,200,86,145,317,674,1195,315,336,301,1375,1305,1861,237,708,597,1349,1196,1810,176,1221,193
ADAMTS14,12,10,14,0,0,1,3049,4548,4953,492,366,450,94,87,157,17,35,51,24,24,32,5,3,0
ADAMTS15,11200,9094,11528,451,271,397,2340,2947,170,153,111,110,2,3,6,3,4,4,21,14,18,6,1,11
ADAMTS16,292,218,63,243,199,334,64,66,16,12,3,3,7,8,14,36,499,574,131,114,132,36,35,53
ADAMTS16-DT,7,7,0,2,0,4,0,3,0,1,0,0,0,0,1,0,23,27,29,11,19,14,30,26
ADAMTS17,5056,3893,4274,199,147,230,587,589,141,46,36,29,3578,3854,3955,1014,1422,1281,3665,3353,3718,2666,2257,3306
ADAMTS18,4,5,2,0,2,0,6,11,1,0,0,0,12,9,10,4,1,2,1,1,1,0,0,0
ADAMTS19,3,0,3,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,11,9,3,1,5,9
ADAMTS19-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ADAMTS2,234,134,60,14,17,28,8,13,1,9,14,12,221,226,226,95,77,70,0,0,5,14,7,12
ADAMTS20,143,115,116,61,69,139,7,25,25,11,13,22,167,170,232,35,95,51,6,8,11,6,25,23
ADAMTS3,402,306,271,316,207,419,162,264,291,186,305,262,83,84,129,103,201,194,16,12,14,80,51,191
ADAMTS4,289,237,152,32,45,142,116,158,23,43,25,32,2,5,6,13,18,21,9,6,5,5,17,10
ADAMTS5,1350,1091,444,3,39,127,42,76,0,0,1,0,0,0,1,0,14,28,9,22,10,14,18,13
ADAMTS6,148,107,64,507,331,524,5,5,36,38,39,40,145,134,204,127,271,153,3,2,3,11,27,5
ADAMTS7,3190,2732,2347,293,152,296,1063,1596,1985,478,517,527,426,406,764,365,725,664,774,688,847,262,462,375
ADAMTS7P1,5,7,17,0,2,3,3,4,15,1,11,0,3,0,0,0,4,1,11,8,8,0,2,2
ADAMTS8,353,283,378,15,6,11,151,181,9,11,11,3,0,0,0,0,0,0,0,1,3,0,0,0
ADAMTS9,365,312,341,502,219,271,1097,1471,168,159,344,250,2,1,0,0,0,7,1431,1227,1198,3303,6471,6855
ADAMTS9-AS1,0,0,0,6,0,0,0,5,1,0,0,5,0,0,0,0,0,0,0,3,0,14,4,13
ADAMTS9-AS2,7,5,4,12,8,4,2,2,0,0,4,0,0,0,0,0,0,0,2,2,5,3,8,2
ADAMTSL1,14015,11624,8650,147,454,1121,19,37,1,0,0,5,5,13,8,1,37,38,38,47,65,24,9,23
ADAMTSL2,3,12,6,1,0,0,117,173,435,13,21,17,38,43,59,19,30,41,0,0,1,0,1,2
ADAMTSL3,125,96,80,18,53,266,1,3,0,4,0,3,6,4,3,1,5,4,24,26,19,36,104,25
ADAMTSL4,1338,1113,782,655,322,763,338,525,653,173,181,157,271,334,473,279,902,918,215,214,257,54,157,142
ADAMTSL4-AS1,14,9,15,21,6,12,6,14,8,10,4,10,10,17,13,0,10,12,4,10,9,7,11,8
ADAMTSL4-AS2,16,4,4,4,1,5,9,9,7,3,1,8,14,8,13,1,6,10,2,5,5,9,12,3
ADAMTSL5,459,368,410,306,120,257,592,837,976,549,618,524,736,727,757,361,811,749,861,722,1083,578,862,552
ADAP1,569,432,405,64,38,75,15,25,12,5,6,3,20,18,19,3,62,47,53,42,46,10,69,19
ADAP2,0,5,3,2,0,2,0,0,10,2,2,1,0,3,4,6,2,6,11,18,5,2,5,3
ADAR,25289,18754,18897,23137,16396,26425,19509,24043,12129,19788,19460,20460,16004,15134,22892,10779,15802,15599,15183,12305,13236,10404,9479,13314
ADARB1,6774,5267,5461,1936,1715,2740,3252,4441,3321,2625,2466,2384,967,1078,1435,1267,2192,2429,2578,2196,2483,1358,1572,1867
ADARB2,40,32,19,66,53,73,0,0,4,1,0,4,4,5,12,1,5,6,812,701,827,116,490,172
ADARB2-AS1,0,2,0,8,4,8,0,0,0,0,0,0,13,19,16,9,2,7,42,23,35,37,39,43
ADAT1,8364,6330,6887,5477,3329,4806,4610,5185,2079,3259,3046,3182,6235,5921,9181,3475,4498,4419,1328,1308,1240,1999,1025,2443
ADAT2,1062,881,918,779,696,1249,445,695,695,645,810,699,1309,1380,1918,655,1168,910,509,438,376,644,273,1135
ADAT3,351,278,329,423,221,397,586,597,477,550,448,517,302,240,425,408,458,662,472,329,505,769,317,502
ADCK1,549,395,495,256,144,221,400,524,699,473,398,365,1193,1200,1590,733,1004,950,492,458,514,311,66,260
ADCK2,2242,1706,1597,2234,1480,2319,3046,3465,3823,2429,2004,1804,1934,2064,2315,3094,4463,4812,1542,1381,1489,1405,203,1439
ADCK5,1164,947,1037,750,368,554,674,825,996,689,504,538,738,672,799,646,988,1054,1428,1213,1583,1259,763,1055
ADCY1,613,432,425,526,309,419,15599,19624,14161,20741,21983,23912,12404,12686,20563,13460,14637,13864,22917,23739,24731,4326,11198,5672
ADCY10,10,4,5,9,1,9,10,3,2,2,0,1,3,3,4,5,4,5,3,0,2,2,7,0
ADCY10P1,380,347,407,141,68,161,93,196,342,242,183,251,187,196,251,76,98,88,813,931,874,270,684,587
ADCY2,0,3,0,1,0,0,4942,6374,12725,2912,2989,3192,5524,5280,7423,2004,1409,1117,4751,4266,4435,1687,2137,2114
ADCY3,4565,3265,3445,5178,4117,6913,2962,3637,2656,3022,2580,2678,1936,1924,3014,2745,4364,4916,4226,3864,4571,6119,3303,7089
ADCY4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ADCY5,66,85,56,16,10,12,16,19,20,19,1,3,57,65,104,21,44,31,245,251,205,47,25,65
ADCY6,9909,7707,7886,6674,4167,6050,5704,7421,7484,2279,2338,2152,5642,5987,7133,2323,3671,3747,5920,5938,6741,3400,2996,3819
ADCY6-DT,10,4,6,12,7,13,3,5,2,0,0,0,3,4,1,0,1,2,14,8,12,6,4,5
ADCY7,2442,1802,1532,1890,1785,3191,68,150,102,97,80,75,85,89,153,126,368,414,22,37,50,44,14,25
ADCY8,4,10,16,3,3,7,2,0,0,0,0,0,1,0,6,0,1,0,2,1,1,4,0,0
ADCY9,4474,3386,3786,2003,1681,2860,3847,5363,6145,2168,2104,2163,4182,4202,5448,1901,3331,3520,5446,5090,5795,2551,3653,2914
ADCYAP1,115,79,25,0,4,11,0,0,0,0,1,1,0,0,0,1,0,2,12,6,7,3,1,9
ADCYAP1R1,7,3,1,9,2,13,0,7,0,0,0,0,1,0,2,2,4,5,0,0,0,0,0,0
ADD1,14492,10553,10440,12908,7188,11334,10940,13466,7559,8987,7420,7837,10182,9446,13322,6737,8489,9048,8408,6882,7742,7010,3589,8190
ADD2,1516,931,870,961,845,1329,211,210,17,22,42,22,764,728,1068,889,1503,1735,2,4,6,4,10,0
ADD3,24772,22271,19894,5020,3183,5789,3907,8025,2248,3930,5317,5377,5507,5302,8493,5120,7876,6626,5463,5410,3756,2758,2469,5580
ADD3-AS1,124,79,72,8,6,3,7,1,1,1,5,1,1,1,7,9,2,4,0,1,1,0,2,0
ADGB,0,0,0,0,0,0,44,141,382,37,73,44,0,0,0,0,0,0,0,0,0,0,0,0
ADGB-DT,0,0,0,0,0,0,0,10,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRA1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,6,0,0
ADGRA1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRA2,1211,895,834,1177,722,1328,1481,2090,2801,681,596,720,4514,4137,5099,1440,2119,2515,4668,4139,5076,911,337,1277
ADGRA3,9734,7749,7207,6629,3932,5934,4877,6083,6283,5288,5301,4937,7060,6797,9403,4636,6835,6491,6288,5893,5484,4212,3637,4973
ADGRB1,33,10,3,1,4,7,6,19,20,9,12,16,260,279,258,52,124,167,121,97,160,30,149,49
ADGRB2,1212,747,647,1174,866,1528,773,932,1378,653,664,738,2081,2008,3143,2209,3485,3820,4299,4295,5200,1622,469,2230
ADGRB3,101,88,125,25,39,102,0,4,1,0,0,0,58,56,101,9,28,13,2,0,0,0,1,0
ADGRB3-DT,6,3,8,1,3,4,2,1,0,0,0,0,10,10,21,0,3,3,0,2,2,0,0,0
ADGRD1,241,172,225,12,16,13,52,56,22,3,2,6,167,153,261,63,115,132,19,23,11,12,32,5
ADGRD1-AS1,0,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRD2,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ADGRE1,1094,744,847,734,392,736,0,0,0,1,1,2,26,45,82,183,272,272,27,24,20,223,438,298
ADGRE2,296,165,195,244,175,228,7,16,24,33,38,31,10,27,32,37,64,117,18,32,40,49,36,50
ADGRE3,0,0,0,0,0,0,0,0,1,0,3,0,2,0,4,0,0,0,0,0,1,0,0,0
ADGRE4P,10,11,2,26,7,8,6,0,4,1,0,0,0,2,0,3,12,22,1,1,1,27,22,4
ADGRE5,12510,9433,10146,9409,5514,8446,2052,2747,3734,4242,3577,3422,843,936,1469,2605,5109,5572,2454,2488,2616,7040,3574,6989
ADGRF1,1,4,7,1096,659,1061,0,1,2,4,1,3,2,2,0,5,8,9,0,0,0,2,0,0
ADGRF2,0,0,0,0,0,0,0,1,0,11,11,13,0,2,0,0,0,1,0,0,0,1,0,0
ADGRF3,48,44,79,23,20,41,23,42,22,30,9,14,30,37,47,21,59,44,63,62,89,56,57,51
ADGRF4,0,1,0,1,0,0,13,25,5,17,10,10,2,0,1,1,1,6,0,0,0,0,0,0
ADGRF5,0,2,0,0,0,6,35,60,50,7,4,2,7,4,8,0,5,7,0,0,0,3,2,0
ADGRF5-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRG1,10754,8173,6142,5249,2733,3513,19884,25260,80320,32913,29972,28098,3201,3381,4259,13489,21770,23973,36988,39881,42160,35125,28046,38381
ADGRG2,43,50,30,31,6,12,20,21,7,3,5,17,20,25,18,10,33,22,237,219,216,742,338,1703
ADGRG3,0,1,0,0,2,0,5,11,8,5,3,5,0,1,1,1,2,11,0,0,2,12,1,1
ADGRG4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRG5,26,21,19,4,2,14,0,0,0,0,0,0,0,1,6,5,6,3,0,1,0,0,0,0
ADGRG6,9208,8230,9771,2144,1499,2919,2479,4695,5588,5704,8460,8149,1688,1658,2635,4741,7816,6380,1121,1151,837,3311,3071,8686
ADGRG7,0,0,0,0,0,0,0,0,1,7,5,7,0,0,0,0,0,0,0,0,0,0,0,0
ADGRL1,7757,6035,7341,7252,3714,4979,2430,3390,4065,3831,3678,3488,4386,4556,6480,4578,6379,6631,5221,4712,5669,2761,1396,3015
ADGRL1-AS1,614,486,697,417,215,384,190,261,267,141,131,144,242,277,403,185,260,254,447,438,511,144,238,133
ADGRL2,2153,1716,1435,2012,1572,2880,151,328,142,164,323,317,188,186,332,1007,1647,1636,212,193,145,219,87,559
ADGRL3,101,87,53,48,16,50,0,1,0,0,0,2,1,1,3,0,7,1,1,0,0,0,0,0
ADGRL3-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRL4,261,180,207,305,172,296,0,0,0,2,7,6,0,0,0,0,3,5,0,1,0,1,4,0
ADGRV1,250,197,173,323,175,310,10,25,57,35,46,40,13,24,19,15,15,12,7,3,0,2,21,6
ADH1A,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ADH1B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADH1C,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADH4,0,2,0,4,0,0,0,6,0,0,5,1,0,0,0,0,0,5,0,2,0,1,0,0
ADH5,8764,6279,6092,9278,5543,9057,10286,11365,3613,8203,7196,6842,6761,6715,8276,5172,6833,6483,3879,2731,2762,7519,3541,7559
ADH6,2,9,6,1,1,0,4,15,2,1,17,15,5,5,0,0,3,0,3,1,2,2,4,2
ADH7,0,0,0,0,0,0,1,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
